Field ID	Description	Category	datatype
131018	Date G13 first reported (systemic atrophies primarily affecting central nervous system in diseases classified elsewhere)	Nervous system disorders	Date
131020	Date G14 first reported (postpolio syndrome)	Nervous system disorders	Date
131022	Date G20 first reported (parkinson's disease)	Nervous system disorders	Date
131024	Date G21 first reported (secondary parkinsonism)	Nervous system disorders	Date
131026	Date G22 first reported (parkinsonism in diseases classified elsewhere)	Nervous system disorders	Date
131028	Date G23 first reported (other degenerative diseases of basal ganglia)	Nervous system disorders	Date
131030	Date G24 first reported (dystonia)	Nervous system disorders	Date
131032	Date G25 first reported (other extrapyramidal and movement disorders)	Nervous system disorders	Date
131034	Date G26 first reported (extrapyramidal and movement disorders in diseases classified elsewhere)	Nervous system disorders	Date
131036	Date G30 first reported (alzheimer's disease)	Nervous system disorders	Date
131038	Date G31 first reported (other degenerative diseases of nervous system, not elsewhere classified)	Nervous system disorders	Date
131040	Date G32 first reported (other degenerative disorders of nervous system in diseases classified elsewhere)	Nervous system disorders	Date
131042	Date G35 first reported (multiple sclerosis)	Nervous system disorders	Date
131044	Date G36 first reported (other acute disseminated demyelination)	Nervous system disorders	Date
131046	Date G37 first reported (other demyelinating diseases of central nervous system)	Nervous system disorders	Date
131048	Date G40 first reported (epilepsy)	Nervous system disorders	Date
131050	Date G41 first reported (status epilepticus)	Nervous system disorders	Date
131052	Date G43 first reported (migraine)	Nervous system disorders	Date
131054	Date G44 first reported (other headache syndromes)	Nervous system disorders	Date
131056	Date G45 first reported (transient cerebral ischaemic attacks and related syndromes)	Nervous system disorders	Date
131058	Date G46 first reported (vascular syndromes of brain in cerebrovascular diseases)	Nervous system disorders	Date
131060	Date G47 first reported (sleep disorders)	Nervous system disorders	Date
131062	Date G50 first reported (disorders of trigeminal nerve)	Nervous system disorders	Date
131064	Date G51 first reported (facial nerve disorders)	Nervous system disorders	Date
131066	Date G52 first reported (disorders of other cranial nerves)	Nervous system disorders	Date
131068	Date G53 first reported (cranial nerve disorders in diseases classified elsewhere)	Nervous system disorders	Date
131070	Date G54 first reported (nerve root and plexus disorders)	Nervous system disorders	Date
131072	Date G55 first reported (nerve root and plexus compressions in diseases classified elsewhere)	Nervous system disorders	Date
131074	Date G56 first reported (mononeuropathies of upper limb)	Nervous system disorders	Date
131076	Date G57 first reported (mononeuropathies of lower limb)	Nervous system disorders	Date
131078	Date G58 first reported (other mononeuropathies)	Nervous system disorders	Date
131080	Date G59 first reported (mononeuropathy in diseases classified elsewhere)	Nervous system disorders	Date
131082	Date G60 first reported (hereditary and idiopathic neuropathy)	Nervous system disorders	Date
131084	Date G61 first reported (inflammatory polyneuropathy)	Nervous system disorders	Date
131086	Date G62 first reported (other polyneuropathies)	Nervous system disorders	Date
131088	Date G63 first reported (polyneuropathy in diseases classified elsewhere)	Nervous system disorders	Date
131090	Date G64 first reported (other disorders of peripheral nervous system)	Nervous system disorders	Date
131092	Date G70 first reported (myasthenia gravis and other myoneural disorders)	Nervous system disorders	Date
131094	Date G71 first reported (primary disorders of muscles)	Nervous system disorders	Date
131096	Date G72 first reported (other myopathies)	Nervous system disorders	Date
131098	Date G73 first reported (disorders of myoneural junction and muscle in diseases classified elsewhere)	Nervous system disorders	Date
131100	Date G80 first reported (infantile cerebral palsy)	Nervous system disorders	Date
131102	Date G81 first reported (hemiplegia)	Nervous system disorders	Date
131104	Date G82 first reported (paraplegia and tetraplegia)	Nervous system disorders	Date
131106	Date G83 first reported (other paralytic syndromes)	Nervous system disorders	Date
131108	Date G90 first reported (disorders of autonomic nervous system)	Nervous system disorders	Date
131110	Date G91 first reported (hydrocephalus)	Nervous system disorders	Date
131112	Date G92 first reported (toxic encephalopathy)	Nervous system disorders	Date
131114	Date G93 first reported (other disorders of brain)	Nervous system disorders	Date
131116	Date G94 first reported (other disorders of brain in diseases classified elsewhere)	Nervous system disorders	Date
131118	Date G95 first reported (other diseases of spinal cord)	Nervous system disorders	Date
131120	Date G96 first reported (other disorders of central nervous system)	Nervous system disorders	Date
131122	Date G97 first reported (postprocedural disorders of nervous system, not elsewhere classified)	Nervous system disorders	Date
131124	Date G98 first reported (other disorders of nervous system, not elsewhere classified)	Nervous system disorders	Date
131126	Date G99 first reported (other disorders of nervous system in diseases classified elsewhere)	Nervous system disorders	Date
131128	Date H00 first reported (hordeolum and chalazion)	Eye and adnexa disorders	Date
131130	Date H01 first reported (other inflammation of eyelid)	Eye and adnexa disorders	Date
131132	Date H02 first reported (other disorders of eyelid)	Eye and adnexa disorders	Date
131134	Date H03 first reported (disorders of eyelid in diseases classified elsewhere)	Eye and adnexa disorders	Date
131136	Date H04 first reported (disorders of lachrymal system)	Eye and adnexa disorders	Date
131138	Date H05 first reported (disorders of orbit)	Eye and adnexa disorders	Date
131140	Date H06 first reported (disorders of lachrymal system and orbit in diseases classified elsewhere)	Eye and adnexa disorders	Date
131142	Date H10 first reported (conjunctivitis)	Eye and adnexa disorders	Date
131144	Date H11 first reported (other disorders of conjunctiva)	Eye and adnexa disorders	Date
131146	Date H13 first reported (disorders of conjunctiva in diseases classified elsewhere)	Eye and adnexa disorders	Date
131148	Date H15 first reported (disorders of sclera)	Eye and adnexa disorders	Date
131150	Date H16 first reported (keratitis)	Eye and adnexa disorders	Date
131152	Date H17 first reported (corneal scars and opacities)	Eye and adnexa disorders	Date
131154	Date H18 first reported (other disorders of cornea)	Eye and adnexa disorders	Date
131156	Date H19 first reported (disorders of sclera and cornea in diseases classified elsewhere)	Eye and adnexa disorders	Date
131158	Date H20 first reported (iridocyclitis)	Eye and adnexa disorders	Date
131160	Date H21 first reported (other disorders of iris and ciliary body)	Eye and adnexa disorders	Date
131162	Date H22 first reported (disorders of iris and ciliary body in diseases classified elsewhere)	Eye and adnexa disorders	Date
131164	Date H25 first reported (senile cataract)	Eye and adnexa disorders	Date
131166	Date H26 first reported (other cataract)	Eye and adnexa disorders	Date
131168	Date H27 first reported (other disorders of lens)	Eye and adnexa disorders	Date
131170	Date H28 first reported (cataract and other disorders of lens in diseases classified elsewhere)	Eye and adnexa disorders	Date
131172	Date H30 first reported (chorioretinal inflammation)	Eye and adnexa disorders	Date
131174	Date H31 first reported (other disorders of choroid)	Eye and adnexa disorders	Date
131176	Date H32 first reported (chorioretinal disorders in diseases classified elsewhere)	Eye and adnexa disorders	Date
131178	Date H33 first reported (retinal detachments and breaks)	Eye and adnexa disorders	Date
131180	Date H34 first reported (retinal vascular occlusions)	Eye and adnexa disorders	Date
131182	Date H35 first reported (other retinal disorders)	Eye and adnexa disorders	Date
131184	Date H36 first reported (retinal disorders in diseases classified elsewhere)	Eye and adnexa disorders	Date
131186	Date H40 first reported (glaucoma)	Eye and adnexa disorders	Date
131188	Date H42 first reported (glaucoma in diseases classified elsewhere)	Eye and adnexa disorders	Date
131190	Date H43 first reported (disorders of vitreous body)	Eye and adnexa disorders	Date
131192	Date H44 first reported (disorders of globe)	Eye and adnexa disorders	Date
131194	Date H45 first reported (disorders of vitreous body and globe in diseases classified elsewhere)	Eye and adnexa disorders	Date
131196	Date H46 first reported (optic neuritis)	Eye and adnexa disorders	Date
131198	Date H47 first reported (other disorders of optic [2nd] nerve and visual pathways)	Eye and adnexa disorders	Date
